"Municipality","Age","2011 Natives Males","2011 Natives Females","2011 Immigrants Males","2011 Immigrants Females","2021 Natives Males","2021 Natives Females","2021 Immigrants Males","2021 Immigrants Females"
"Hvalfjardarsveit","108 years",..,..,..,..,..,..,..,..
"Borgarbyggd","In 1st year",3,3,..,..,3,1,..,..
"Borgarbyggd","1 years",6,3,..,..,3,4,..,..
"Borgarbyggd","2 years",5,5,..,..,6,3,..,..
"Borgarbyggd","3 years",4,4,..,..,2,4,..,..
"Borgarbyggd","4 years",2,3,..,..,4,2,..,..
"Borgarbyggd","5 years",2,8,..,..,6,9,..,..
"Borgarbyggd","6 years",7,1,..,..,7,5,..,..
"Borgarbyggd","7 years",5,3,..,..,..,6,..,..
"Borgarbyggd","8 years",4,4,..,..,6,3,..,..
"Borgarbyggd","9 years",6,4,..,..,8,3,..,..
"Borgarbyggd","10 years",5,4,..,..,9,3,..,..
"Borgarbyggd","11 years",4,4,..,..,7,4,..,..
"Borgarbyggd","12 years",4,2,..,..,4,7,..,..
"Borgarbyggd","13 years",5,1,..,..,4,6,..,..
"Borgarbyggd","14 years",8,4,..,..,6,9,..,..
"Borgarbyggd","15 years",6,7,..,..,4,4,..,..
"Borgarbyggd","16 years",4,3,..,..,3,4,..,..
"Borgarbyggd","17 years",3,7,..,..,6,5,..,..
"Borgarbyggd","18 years",3,9,..,..,7,4,..,..
"Borgarbyggd","19 years",5,4,..,..,4,4,1,..
"Borgarbyggd","20 years",8,3,..,..,3,8,1,1
"Borgarbyggd","21 years",3,3,..,..,2,3,..,..
"Borgarbyggd","22 years",5,6,..,1,3,2,..,1
"Borgarbyggd","23 years",6,3,..,..,3,2,2,1
"Borgarbyggd","24 years",3,4,..,1,3,5,..,1
"Borgarbyggd","25 years",5,4,..,..,2,1,..,..
"Borgarbyggd","26 years",5,3,..,1,3,1,2,1
"Borgarbyggd","27 years",4,3,..,1,..,5,..,1
"Borgarbyggd","28 years",2,5,..,1,2,3,..,..
"Borgarbyggd","29 years",3,1,..,..,2,3,..,..
"Borgarbyggd","30 years",3,1,..,1,..,1,3,3
"Borgarbyggd","31 years",4,5,..,1,5,2,..,2
"Borgarbyggd","32 years",3,1,..,1,4,2,2,1
"Borgarbyggd","33 years",6,1,..,1,2,5,..,..
"Borgarbyggd","34 years",2,1,..,..,6,4,..,1
"Borgarbyggd","35 years",..,4,..,..,4,3,3,..
"Borgarbyggd","36 years",4,..,..,..,4,7,1,..
"Borgarbyggd","37 years",..,1,..,1,3,3,..,1
"Borgarbyggd","38 years",4,3,..,1,4,4,..,..
"Borgarbyggd","39 years",5,3,..,1,6,3,..,1
"Borgarbyggd","40 years",5,2,..,..,2,4,..,..
"Borgarbyggd","41 years",2,4,..,..,4,3,..,..
"Borgarbyggd","42 years",5,2,1,2,5,4,1,1
"Borgarbyggd","43 years",2,3,..,..,4,3,..,..
"Borgarbyggd","44 years",2,5,..,2,2,4,..,..
"Borgarbyggd","45 years",5,3,..,..,4,3,..,1
"Borgarbyggd","46 years",6,4,..,..,..,1,1,..
"Borgarbyggd","47 years",2,6,..,..,6,4,..,2
"Borgarbyggd","48 years",3,2,..,2,4,3,..,1
"Borgarbyggd","49 years",5,3,..,..,9,3,..,1
"Borgarbyggd","50 years",6,6,..,1,4,3,..,..
"Borgarbyggd","51 years",2,3,..,..,2,4,..,2
"Borgarbyggd","52 years",8,5,..,..,1,1,..,..
"Borgarbyggd","53 years",4,3,..,1,4,4,1,2
"Borgarbyggd","54 years",3,5,..,..,4,3,1,..
"Borgarbyggd","55 years",3,2,..,1,7,5,..,..
"Borgarbyggd","56 years",6,6,..,..,3,8,..,..
"Borgarbyggd","57 years",5,3,..,..,5,3,..,2
"Borgarbyggd","58 years",7,4,..,..,7,3,..,..
"Borgarbyggd","59 years",3,1,..,..,6,6,..,1
"Borgarbyggd","60 years",5,2,..,..,3,6,..,..
"Borgarbyggd","61 years",3,4,..,..,10,3,..,..
"Borgarbyggd","62 years",4,3,..,..,5,4,..,1
"Borgarbyggd","63 years",2,4,..,..,5,4,..,1
"Borgarbyggd","64 years",3,..,..,..,3,3,..,1
"Borgarbyggd","65 years",2,2,..,..,6,4,..,..
"Borgarbyggd","66 years",7,1,..,..,6,2,..,..
"Borgarbyggd","67 years",2,2,..,..,4,4,..,..
"Borgarbyggd","68 years",2,1,..,..,2,1,..,..
"Borgarbyggd","69 years",3,1,1,..,4,1,..,..
"Borgarbyggd","70 years",2,..,..,..,4,2,..,..
"Borgarbyggd","71 years",1,..,..,..,3,2,..,..
"Borgarbyggd","72 years",..,2,..,..,1,4,..,..
"Borgarbyggd","73 years",1,1,..,..,4,1,..,..
"Borgarbyggd","74 years",1,3,..,..,2,2,..,..
"Borgarbyggd","75 years",..,2,..,..,5,1,..,..
"Borgarbyggd","76 years",2,1,..,..,2,2,..,..
"Borgarbyggd","77 years",2,1,..,..,2,..,..,..
"Borgarbyggd","78 years",..,1,..,..,3,2,1,..
"Borgarbyggd","79 years",1,2,..,..,2,..,..,..
"Borgarbyggd","80 years",4,5,..,..,..,..,..,..
"Borgarbyggd","81 years",..,1,..,..,..,2,..,..
"Borgarbyggd","82 years",..,..,..,..,1,1,..,..
"Borgarbyggd","83 years",1,..,..,..,1,..,..,..
"Borgarbyggd","84 years",..,..,..,..,..,1,..,..
"Borgarbyggd","85 years",..,1,..,..,..,..,..,..
"Borgarbyggd","86 years",1,..,..,..,1,..,..,..
"Borgarbyggd","87 years",1,..,..,..,..,..,..,..
"Borgarbyggd","88 years",1,..,..,..,..,..,..,..
"Borgarbyggd","89 years",1,..,..,..,2,3,..,..
"Borgarbyggd","90 years",..,1,..,..,..,1,..,..
"Borgarbyggd","91 years",..,1,..,..,..,..,..,..
"Borgarbyggd","92 years",1,..,..,..,..,..,..,..
"Borgarbyggd","93 years",..,..,..,..,..,..,..,..
"Borgarbyggd","94 years",..,..,..,..,..,..,..,..
"Borgarbyggd","95 years",..,..,..,..,1,..,..,..
"Borgarbyggd","96 years",..,..,..,..,..,..,..,..
"Borgarbyggd","97 years",..,..,..,..,..,..,..,..
"Borgarbyggd","98 years",..,..,..,..,..,..,..,..
"Borgarbyggd","99 years",..,..,..,..,..,..,..,..
"Borgarbyggd","100 years",..,..,..,..,..,..,..,..
"Borgarbyggd","101 years",..,..,..,..,..,..,..,..
"Borgarbyggd","102 years",..,..,..,..,..,..,..,..
"Borgarbyggd","103 years",..,..,..,..,..,..,..,..
"Borgarbyggd","104 years",..,..,..,..,..,..,..,..
"Borgarbyggd","105 years",..,..,..,..,..,..,..,..
"Borgarbyggd","106 years",..,..,..,..,..,..,..,..
"Borgarbyggd","107 years",..,..,..,..,..,..,..,..
"Borgarbyggd","108 years",..,..,..,..,..,..,..,..
"Grundarfjardarbaer","In 1st year",29,21,..,..,22,22,..,..
"Grundarfjardarbaer","1 years",19,24,..,..,24,23,..,1
"Grundarfjardarbaer","2 years",16,22,..,..,18,15,..,..
"Grundarfjardarbaer","3 years",35,19,..,..,29,23,2,1
"Grundarfjardarbaer","4 years",19,25,..,..,25,22,1,2
"Grundarfjardarbaer","5 years",20,18,..,..,27,24,2,1
"Grundarfjardarbaer","6 years",29,19,..,..,31,23,1,1
"Grundarfjardarbaer","7 years",18,29,2,1,28,23,..,1
"Grundarfjardarbaer","8 years",25,16,2,..,41,26,..,1
"Grundarfjardarbaer","9 years",23,19,..,..,37,28,1,..
"Grundarfjardarbaer","10 years",20,19,..,2,23,28,1,1
"Grundarfjardarbaer","11 years",28,23,2,1,24,24,..,..
"Grundarfjardarbaer","12 years",30,25,..,..,35,24,1,1
"Grundarfjardarbaer","13 years",22,18,1,..,21,27,..,..
"Grundarfjardarbaer","14 years",18,21,..,1,26,21,1,..
"Grundarfjardarbaer","15 years",24,17,1,1,26,17,1,1
"Grundarfjardarbaer","16 years",10,15,2,..,18,26,2,3
"Grundarfjardarbaer","17 years",31,31,1,1,26,17,2,2
"Grundarfjardarbaer","18 years",23,15,2,1,23,17,..,..
"Grundarfjardarbaer","19 years",28,19,4,1,22,19,3,3
"Grundarfjardarbaer","20 years",17,12,1,1,23,21,5,8
"Grundarfjardarbaer","21 years",13,18,3,..,17,24,3,5
"Grundarfjardarbaer","22 years",15,11,1,3,19,10,7,2
"Grundarfjardarbaer","23 years",19,10,2,..,12,9,12,14
"Grundarfjardarbaer","24 years",12,13,2,2,24,12,8,4
"Grundarfjardarbaer","25 years",16,22,1,1,13,12,19,9
"Grundarfjardarbaer","26 years",15,21,2,5,19,23,11,7
"Grundarfjardarbaer","27 years",12,12,2,4,16,11,9,15
"Grundarfjardarbaer","28 years",13,20,8,5,22,16,15,10
"Grundarfjardarbaer","29 years",14,12,4,3,16,15,16,10
"Grundarfjardarbaer","30 years",10,13,3,1,9,13,9,8
"Grundarfjardarbaer","31 years",15,20,5,6,19,18,9,5
"Grundarfjardarbaer","32 years",8,12,4,2,15,14,7,6
"Grundarfjardarbaer","33 years",14,20,3,6,14,20,9,5
"Grundarfjardarbaer","34 years",14,7,1,6,22,21,9,6
"Grundarfjardarbaer","35 years",17,18,4,4,21,24,7,7
"Grundarfjardarbaer","36 years",14,13,8,1,10,15,4,8
"Grundarfjardarbaer","37 years",17,16,5,3,20,21,11,7
"Grundarfjardarbaer","38 years",25,20,4,1,20,13,14,7
"Grundarfjardarbaer","39 years",13,15,5,4,18,20,12,5
"Grundarfjardarbaer","40 years",13,13,6,3,19,23,6,8
"Grundarfjardarbaer","41 years",20,20,2,3,16,13,7,6
"Grundarfjardarbaer","42 years",23,20,1,2,13,22,3,6
"Grundarfjardarbaer","43 years",17,22,6,3,11,12,4,6
"Grundarfjardarbaer","44 years",19,15,2,3,15,19,4,8
"Grundarfjardarbaer","45 years",16,12,3,4,16,12,12,2
"Grundarfjardarbaer","46 years",15,17,1,5,15,16,6,5
"Grundarfjardarbaer","47 years",18,17,4,1,28,13,10,4
"Grundarfjardarbaer","48 years",20,16,..,1,17,9,5,10
"Grundarfjardarbaer","49 years",15,16,2,4,11,16,7,6
"Grundarfjardarbaer","50 years",25,22,1,3,19,17,9,7
"Grundarfjardarbaer","51 years",21,21,4,5,16,18,4,6
"Grundarfjardarbaer","52 years",19,13,2,1,13,20,11,1
"Grundarfjardarbaer","53 years",13,9,1,5,12,16,6,1
"Grundarfjardarbaer","54 years",15,14,3,1,17,9,4,6
"Grundarfjardarbaer","55 years",14,14,1,..,14,19,5,5
"Grundarfjardarbaer","56 years",12,10,1,1,19,17,3,3
"Grundarfjardarbaer","57 years",10,7,2,..,18,17,2,2
"Grundarfjardarbaer","58 years",13,11,1,..,15,19,3,4
"Grundarfjardarbaer","59 years",14,12,..,1,24,22,4,3
"Grundarfjardarbaer","60 years",15,14,1,2,18,15,5,5
"Grundarfjardarbaer","61 years",9,15,1,..,19,13,2,1
"Grundarfjardarbaer","62 years",16,9,..,1,15,10,2,5
"Grundarfjardarbaer","63 years",9,15,2,..,13,11,3,2
"Grundarfjardarbaer","64 years",11,8,1,..,13,15,2,..
"Grundarfjardarbaer","65 years",6,10,..,1,11,12,1,3
"Grundarfjardarbaer","66 years",13,9,..,..,9,7,2,1
"Grundarfjardarbaer","67 years",7,11,..,..,11,9,2,..
"Grundarfjardarbaer","68 years",8,7,..,..,11,11,..,1
"Grundarfjardarbaer","69 years",10,6,1,..,16,14,..,..
"Grundarfjardarbaer","70 years",5,7,..,..,8,9,2,..
"Grundarfjardarbaer","71 years",10,8,..,1,11,8,..,..
"Grundarfjardarbaer","72 years",7,3,..,1,13,13,1,..
"Grundarfjardarbaer","73 years",8,9,..,..,9,7,1,..
"Grundarfjardarbaer","74 years",7,5,..,..,6,12,..,..
"Grundarfjardarbaer","75 years",6,4,..,..,10,6,1,..
"Grundarfjardarbaer","76 years",7,3,..,..,4,9,..,..
"Grundarfjardarbaer","77 years",4,7,..,..,8,7,..,..
"Grundarfjardarbaer","78 years",8,4,..,..,5,2,..,..
"Grundarfjardarbaer","79 years",6,6,..,..,3,5,..,1
"Grundarfjardarbaer","80 years",5,6,..,..,7,6,..,..
"Grundarfjardarbaer","81 years",6,2,..,..,4,1,..,1
"Grundarfjardarbaer","82 years",2,5,..,..,6,7,..,..
"Grundarfjardarbaer","83 years",4,3,..,..,4,4,..,..
"Grundarfjardarbaer","84 years",1,2,..,..,3,5,..,..
"Grundarfjardarbaer","85 years",1,..,..,..,3,3,..,..
"Grundarfjardarbaer","86 years",2,..,..,..,3,5,..,..
"Grundarfjardarbaer","87 years",3,1,..,..,3,1,..,..
"Grundarfjardarbaer","88 years",1,1,..,..,2,1,..,..
"Grundarfjardarbaer","89 years",..,2,..,..,1,3,..,..
"Grundarfjardarbaer","90 years",1,..,..,..,2,2,..,..
"Grundarfjardarbaer","91 years",1,..,..,..,..,2,..,..
"Grundarfjardarbaer","92 years",..,2,..,..,1,1,..,..
"Grundarfjardarbaer","93 years",1,..,..,..,1,1,..,..
"Grundarfjardarbaer","94 years",..,..,..,..,..,..,..,..
"Grundarfjardarbaer","95 years",..,..,..,..,1,..,..,..
"Grundarfjardarbaer","96 years",..,1,..,..,1,..,..,..
"Grundarfjardarbaer","97 years",..,..,..,..,..,..,..,..
"Grundarfjardarbaer","98 years",..,..,..,..,..,1,..,..
"Grundarfjardarbaer","99 years",..,1,..,..,..,..,..,..
"Grundarfjardarbaer","100 years",..,..,..,..,..,..,..,..
"Grundarfjardarbaer","101 years",..,..,..,..,..,..,..,..
"Grundarfjardarbaer","102 years",..,..,..,..,..,..,..,..
"Grundarfjardarbaer","103 years",..,..,..,..,..,..,..,..
"Grundarfjardarbaer","104 years",..,..,..,..,..,..,..,..
"Grundarfjardarbaer","105 years",..,..,..,..,..,..,..,..
"Grundarfjardarbaer","106 years",..,..,..,..,..,..,..,..
"Grundarfjardarbaer","107 years",..,..,..,..,..,..,..,..
"Grundarfjardarbaer","108 years",..,..,..,..,..,..,..,..
"Helgafellssveit","In 1st year",1,1,..,..,..,2,..,..
"Helgafellssveit","1 years",4,2,..,..,1,3,..,..
"Helgafellssveit","2 years",3,2,..,..,..,3,..,..
"Helgafellssveit","3 years",..,2,..,..,5,1,..,..
"Helgafellssveit","4 years",3,3,..,..,2,2,..,1
"Helgafellssveit","5 years",..,1,..,..,4,..,1,..
"Helgafellssveit","6 years",3,2,..,..,8,2,2,1
"Helgafellssveit","7 years",2,2,..,..,5,4,2,..
"Helgafellssveit","8 years",1,1,..,..,3,4,..,..
"Helgafellssveit","9 years",3,1,..,..,..,1,..,..
"Helgafellssveit","10 years",2,3,..,1,4,2,..,..
"Helgafellssveit","11 years",4,2,..,1,4,2,..,..
"Helgafellssveit","12 years",3,..,..,..,..,..,..,..
"Helgafellssveit","13 years",6,..,..,..,2,4,..,..
"Helgafellssveit","14 years",3,4,..,1,1,1,..,..
"Helgafellssveit","15 years",5,1,..,..,1,2,..,1
"Helgafellssveit","16 years",5,3,..,..,3,2,..,..
"Helgafellssveit","17 years",2,2,..,..,3,..,..,..
"Helgafellssveit","18 years",6,2,..,..,3,..,..,..
"Helgafellssveit","19 years",2,..,1,..,3,2,..,..
"Helgafellssveit","20 years",4,1,..,..,5,3,..,..
"Helgafellssveit","21 years",4,2,..,1,..,1,1,..
"Helgafellssveit","22 years",3,5,1,..,2,1,..,..
"Helgafellssveit","23 years",..,1,..,1,3,1,..,1
"Helgafellssveit","24 years",2,..,..,1,4,2,..,..
"Helgafellssveit","25 years",2,1,..,2,3,3,..,2
"Helgafellssveit","26 years",1,1,..,1,3,3,2,3
"Helgafellssveit","27 years",5,..,..,1,1,2,1,2
"Helgafellssveit","28 years",3,1,..,1,3,3,1,..
"Helgafellssveit","29 years",2,..,..,1,3,2,1,3
"Helgafellssveit","30 years",4,1,2,1,3,4,..,3
"Helgafellssveit","31 years",..,2,..,2,6,3,2,1
"Helgafellssveit","32 years",2,1,..,2,2,1,3,..
"Helgafellssveit","33 years",3,..,..,1,3,1,1,..
"Helgafellssveit","34 years",1,2,1,..,3,2,2,..
"Helgafellssveit","35 years",2,2,..,..,1,..,1,2
"Helgafellssveit","36 years",2,2,..,1,3,1,2,..
"Helgafellssveit","37 years",1,3,..,..,4,1,..,2
"Helgafellssveit","38 years",2,3,1,..,2,1,2,..
"Helgafellssveit","39 years",2,2,..,..,5,2,..,2
"Helgafellssveit","40 years",3,4,..,..,1,2,1,2
"Helgafellssveit","41 years",3,2,..,..,2,3,..,2
"Helgafellssveit","42 years",3,2,..,..,3,2,1,..
"Helgafellssveit","43 years",1,2,1,..,1,1,1,1
"Helgafellssveit","44 years",2,..,..,..,..,3,1,..
"Helgafellssveit","45 years",3,6,..,1,2,2,1,..
"Helgafellssveit","46 years",2,4,..,..,..,3,..,1
"Helgafellssveit","47 years",1,3,..,..,4,1,..,1
"Helgafellssveit","48 years",5,4,..,..,3,2,..,..
"Helgafellssveit","49 years",4,6,..,..,3,1,..,..
"Helgafellssveit","50 years",3,..,1,1,4,2,..,1
"Helgafellssveit","51 years",5,5,..,..,4,..,..,..
"Helgafellssveit","52 years",3,1,..,..,6,3,1,1
"Helgafellssveit","53 years",5,2,..,..,2,2,1,2
"Helgafellssveit","54 years",4,3,..,..,2,6,..,1
"Helgafellssveit","55 years",..,..,..,..,4,7,..,..
"Helgafellssveit","56 years",5,3,..,..,4,5,..,..
"Helgafellssveit","57 years",3,4,..,..,10,5,..,1
"Helgafellssveit","58 years",3,3,..,..,6,6,..,..
"Helgafellssveit","59 years",6,3,..,..,3,5,2,..
"Helgafellssveit","60 years",2,4,..,..,6,9,..,..
"Helgafellssveit","61 years",2,6,..,2,8,6,..,..
"Helgafellssveit","62 years",2,1,..,1,7,9,1,1
"Helgafellssveit","63 years",3,1,..,..,4,8,..,..
"Helgafellssveit","64 years",..,1,..,..,4,2,..,..
"Helgafellssveit","65 years",5,4,..,..,6,7,..,..
"Helgafellssveit","66 years",4,2,..,..,9,4,1,..
"Helgafellssveit","67 years",2,3,..,..,5,3,..,..
"Helgafellssveit","68 years",1,1,..,1,3,3,..,..
"Helgafellssveit","69 years",1,6,..,..,3,5,..,..
"Helgafellssveit","70 years",5,1,..,..,7,4,..,1
"Helgafellssveit","71 years",..,1,..,..,5,3,..,..
"Helgafellssveit","72 years",1,1,..,..,5,2,..,..
"Helgafellssveit","73 years",..,1,..,..,..,2,..,..
"Helgafellssveit","74 years",2,1,..,..,4,3,..,..
"Helgafellssveit","75 years",..,..,..,..,6,..,..,..
"Helgafellssveit","76 years",2,2,..,..,2,4,..,..
"Helgafellssveit","77 years",1,..,..,..,1,4,..,..
"Helgafellssveit","78 years",1,1,..,..,..,4,..,..
"Helgafellssveit","79 years",1,..,..,..,5,3,..,..
"Helgafellssveit","80 years",1,..,..,..,..,1,..,..
"Helgafellssveit","81 years",..,1,..,..,1,..,..,..
"Helgafellssveit","82 years",1,..,..,..,..,1,..,..
"Helgafellssveit","83 years",..,..,..,..,..,..,..,..
"Helgafellssveit","84 years",..,..,..,..,..,..,..,..
"Helgafellssveit","85 years",1,..,..,..,1,1,..,..
"Helgafellssveit","86 years",..,..,..,..,1,1,..,1
"Helgafellssveit","87 years",..,..,..,..,..,..,..,..
"Helgafellssveit","88 years",..,1,..,..,..,..,..,..
"Helgafellssveit","89 years",..,1,..,..,..,..,..,..
"Helgafellssveit","90 years",..,..,..,..,..,1,..,..
"Helgafellssveit","91 years",..,..,..,..,..,..,..,..
"Helgafellssveit","92 years",..,..,..,..,1,..,..,..
"Helgafellssveit","93 years",..,..,..,..,..,..,..,..
"Helgafellssveit","94 years",..,..,..,..,..,..,..,..
"Helgafellssveit","95 years",..,..,..,..,..,..,..,..
"Helgafellssveit","96 years",..,..,..,..,..,..,..,..
"Helgafellssveit","97 years",..,..,..,..,..,..,..,..
"Helgafellssveit","98 years",..,..,..,..,..,..,..,..
"Helgafellssveit","99 years",..,..,..,..,..,..,..,..
"Helgafellssveit","100 years",..,..,..,..,..,..,..,..
"Helgafellssveit","101 years",..,..,..,..,..,..,..,..
"Helgafellssveit","102 years",..,..,..,..,..,..,..,..
"Helgafellssveit","103 years",..,..,..,..,..,..,..,..
"Helgafellssveit","104 years",..,..,..,..,..,..,..,..
"Helgafellssveit","105 years",..,..,..,..,..,..,..,..
"Helgafellssveit","106 years",..,..,..,..,..,..,..,..
"Helgafellssveit","107 years",..,..,..,..,..,..,..,..
"Helgafellssveit","108 years",..,..,..,..,..,..,..,..
"Stykkisholmsbaer","In 1st year",7,8,..,..,3,1,..,..
"Stykkisholmsbaer","1 years",4,3,..,..,9,8,..,..
"Stykkisholmsbaer","2 years",5,9,..,..,7,7,..,..
"Stykkisholmsbaer","3 years",7,5,1,..,4,3,..,..
"Stykkisholmsbaer","4 years",4,4,..,..,5,3,1,..
"Stykkisholmsbaer","5 years",6,3,1,..,6,3,..,..
"Stykkisholmsbaer","6 years",6,5,..,1,14,4,..,..
"Stykkisholmsbaer","7 years",4,6,..,..,6,7,..,..
"Stykkisholmsbaer","8 years",8,4,..,..,7,3,1,..
"Stykkisholmsbaer","9 years",2,7,..,1,8,7,..,..
"Stykkisholmsbaer","10 years",2,4,..,..,3,5,..,..
"Stykkisholmsbaer","11 years",1,9,1,2,4,4,..,..
"Stykkisholmsbaer","12 years",1,4,1,1,5,2,..,..
"Stykkisholmsbaer","13 years",2,5,..,..,4,3,..,..
"Stykkisholmsbaer","14 years",8,7,..,..,5,1,1,..
"Stykkisholmsbaer","15 years",6,5,..,..,5,3,..,1
"Stykkisholmsbaer","16 years",11,9,..,..,2,4,..,..
"Stykkisholmsbaer","17 years",5,4,1,..,7,4,1,..
"Stykkisholmsbaer","18 years",9,10,1,..,2,5,..,1
"Stykkisholmsbaer","19 years",11,9,1,4,1,5,..,..
"Stykkisholmsbaer","20 years",11,6,3,..,1,6,3,2
"Stykkisholmsbaer","21 years",10,4,2,3,3,4,2,1
"Stykkisholmsbaer","22 years",4,4,1,2,4,2,1,2
"Stykkisholmsbaer","23 years",5,9,2,1,4,4,..,..
"Stykkisholmsbaer","24 years",6,3,3,3,6,3,..,1
"Stykkisholmsbaer","25 years",7,5,3,2,5,3,1,2
"Stykkisholmsbaer","26 years",6,3,3,6,5,3,2,1
"Stykkisholmsbaer","27 years",9,2,5,3,3,3,5,1
"Stykkisholmsbaer","28 years",1,2,2,2,10,6,2,..
"Stykkisholmsbaer","29 years",4,6,2,2,7,..,2,5
"Stykkisholmsbaer","30 years",2,4,1,3,1,1,2,5
"Stykkisholmsbaer","31 years",2,3,..,3,2,4,4,1
"Stykkisholmsbaer","32 years",5,7,1,1,3,6,7,3
"Stykkisholmsbaer","33 years",3,6,1,2,6,1,2,2
"Stykkisholmsbaer","34 years",4,..,1,3,8,4,6,1
"Stykkisholmsbaer","35 years",7,..,..,1,6,2,4,5
"Stykkisholmsbaer","36 years",2,5,2,1,3,4,2,2
"Stykkisholmsbaer","37 years",2,5,2,..,3,4,2,2
"Stykkisholmsbaer","38 years",3,6,2,4,2,5,3,1
"Stykkisholmsbaer","39 years",2,4,..,..,5,3,1,1
"Stykkisholmsbaer","40 years",5,3,2,1,2,4,1,4
"Stykkisholmsbaer","41 years",3,4,1,1,6,5,2,2
"Stykkisholmsbaer","42 years",3,2,2,1,3,3,3,2
"Stykkisholmsbaer","43 years",6,4,..,2,5,..,3,3
"Stykkisholmsbaer","44 years",10,6,2,..,4,..,1,..
"Stykkisholmsbaer","45 years",4,5,2,3,1,3,1,4
"Stykkisholmsbaer","46 years",7,7,..,2,..,5,3,..
"Stykkisholmsbaer","47 years",6,12,1,..,3,6,..,4
"Stykkisholmsbaer","48 years",7,9,..,2,2,4,1,1
"Stykkisholmsbaer","49 years",7,5,..,2,3,3,2,1
"Stykkisholmsbaer","50 years",10,5,1,1,3,3,1,1
"Stykkisholmsbaer","51 years",13,5,..,..,3,2,1,3
"Stykkisholmsbaer","52 years",5,5,..,2,4,4,..,4
"Stykkisholmsbaer","53 years",4,4,..,2,10,6,1,..
"Stykkisholmsbaer","54 years",6,3,1,2,5,5,3,2
"Stykkisholmsbaer","55 years",5,7,1,..,7,6,..,2
"Stykkisholmsbaer","56 years",8,6,1,3,5,8,1,1
"Stykkisholmsbaer","57 years",5,2,..,..,7,6,..,4
"Stykkisholmsbaer","58 years",3,3,1,1,7,3,..,..
"Stykkisholmsbaer","59 years",7,..,..,1,3,5,1,1
"Stykkisholmsbaer","60 years",2,1,..,1,10,5,..,2
"Stykkisholmsbaer","61 years",4,1,..,1,4,5,..,2
"Stykkisholmsbaer","62 years",1,2,..,1,4,4,..,1
"Stykkisholmsbaer","63 years",6,2,..,..,7,3,1,2
"Stykkisholmsbaer","64 years",3,5,..,..,5,7,..,..
"Stykkisholmsbaer","65 years",4,1,1,..,8,5,2,1
"Stykkisholmsbaer","66 years",2,2,..,..,4,1,..,1
"Stykkisholmsbaer","67 years",2,..,..,..,3,2,1,..
"Stykkisholmsbaer","68 years",2,3,..,..,5,..,..,..
"Stykkisholmsbaer","69 years",2,3,1,..,2,..,..,1
"Stykkisholmsbaer","70 years",2,..,..,..,3,1,..,1
"Stykkisholmsbaer","71 years",2,3,..,..,1,2,..,..
"Stykkisholmsbaer","72 years",1,3,..,1,6,2,..,..
"Stykkisholmsbaer","73 years",2,2,..,..,2,4,..,..
"Stykkisholmsbaer","74 years",2,2,..,..,2,1,..,..
"Stykkisholmsbaer","75 years",1,2,..,..,2,1,..,..
"Stykkisholmsbaer","76 years",4,3,..,..,2,1,..,..
"Stykkisholmsbaer","77 years",2,2,..,..,2,4,..,..
"Stykkisholmsbaer","78 years",1,1,..,..,2,2,..,..
"Stykkisholmsbaer","79 years",3,3,..,..,..,..,..,..
"Stykkisholmsbaer","80 years",1,6,..,..,2,2,..,..
"Stykkisholmsbaer","81 years",3,2,..,..,1,3,..,2
"Stykkisholmsbaer","82 years",3,2,..,..,..,1,..,..
"Stykkisholmsbaer","83 years",2,..,..,..,1,3,..,..
"Stykkisholmsbaer","84 years",..,1,..,..,..,2,..,..
"Stykkisholmsbaer","85 years",..,2,..,..,2,3,..,..
"Stykkisholmsbaer","86 years",1,..,..,..,1,1,..,..
"Stykkisholmsbaer","87 years",..,..,..,..,..,..,..,..
"Stykkisholmsbaer","88 years",..,..,..,1,1,1,..,..
"Stykkisholmsbaer","89 years",1,..,..,1,..,5,..,..
"Stykkisholmsbaer","90 years",..,..,..,..,3,..,..,..
"Stykkisholmsbaer","91 years",..,1,..,..,1,1,..,..
"Stykkisholmsbaer","92 years",..,..,..,..,..,..,..,..
"Stykkisholmsbaer","93 years",..,..,..,..,..,..,..,..
"Stykkisholmsbaer","94 years",..,..,..,..,..,..,..,..
"Stykkisholmsbaer","95 years",..,..,..,..,..,..,..,..
"Stykkisholmsbaer","96 years",..,..,..,..,..,..,..,..
"Stykkisholmsbaer","97 years",..,..,..,..,..,..,..,..
"Stykkisholmsbaer","98 years",..,..,..,..,..,..,..,..
"Stykkisholmsbaer","99 years",..,..,..,..,..,..,..,..
"Stykkisholmsbaer","100 years",..,..,..,..,..,..,..,..
"Stykkisholmsbaer","101 years",..,..,..,..,..,..,..,..
"Stykkisholmsbaer","102 years",..,..,..,..,..,..,..,..
"Stykkisholmsbaer","103 years",..,..,..,..,..,..,..,..
"Stykkisholmsbaer","104 years",..,..,..,..,..,..,..,..
"Stykkisholmsbaer","105 years",..,..,..,..,..,..,..,..
"Stykkisholmsbaer","106 years",..,..,..,..,..,..,..,..
"Stykkisholmsbaer","107 years",..,..,..,..,..,..,..,..
"Stykkisholmsbaer","108 years",..,..,..,..,..,..,..,..
"Eyja- og Miklaholtshreppur","In 1st year",1,..,..,..,1,..,..,..
"Eyja- og Miklaholtshreppur","1 years",..,..,..,..,..,1,..,..
"Eyja- og Miklaholtshreppur","2 years",2,..,..,..,..,..,..,..
