Municipality,Age_Group,Background,Year,Sex,Population
Dalabyggd,16-24,Natives,2011,Males,55
Dalabyggd,16-24,Natives,2021,Females,37
Dalabyggd,16-24,Natives,2021,Males,47
Dalabyggd,25-34,Immigrants,2011,Females,18
Dalabyggd,25-34,Immigrants,2011,Males,13
Dalabyggd,25-34,Immigrants,2021,Females,28
Dalabyggd,25-34,Immigrants,2021,Males,26
Dalabyggd,25-34,Natives,2011,Females,18
Dalabyggd,25-34,Natives,2011,Males,27
Dalabyggd,25-34,Natives,2021,Females,32
Dalabyggd,25-34,Natives,2021,Males,39
Dalabyggd,35-44,Immigrants,2011,Females,10
Dalabyggd,35-44,Immigrants,2011,Males,7
Dalabyggd,35-44,Immigrants,2021,Females,19
Dalabyggd,35-44,Immigrants,2021,Males,20
Dalabyggd,35-44,Natives,2011,Females,33
Dalabyggd,35-44,Natives,2011,Males,34
Dalabyggd,35-44,Natives,2021,Females,24
Dalabyggd,35-44,Natives,2021,Males,23
Dalabyggd,45-54,Immigrants,2011,Females,10
Dalabyggd,45-54,Immigrants,2011,Males,12
Dalabyggd,45-54,Immigrants,2021,Females,8
Dalabyggd,45-54,Immigrants,2021,Males,10
Dalabyggd,45-54,Natives,2011,Females,60
Dalabyggd,45-54,Natives,2011,Males,55
Dalabyggd,45-54,Natives,2021,Females,33
Dalabyggd,45-54,Natives,2021,Males,38
Dalabyggd,55-64,Immigrants,2011,Females,5
Dalabyggd,55-64,Immigrants,2011,Males,0
Dalabyggd,55-64,Immigrants,2021,Females,13
Dalabyggd,55-64,Immigrants,2021,Males,12
Dalabyggd,55-64,Natives,2011,Females,20
Dalabyggd,55-64,Natives,2011,Males,25
Dalabyggd,55-64,Natives,2021,Females,50
Dalabyggd,55-64,Natives,2021,Males,63
Dalabyggd,65 and over,Immigrants,2011,Females,2
Dalabyggd,65 and over,Immigrants,2011,Males,1
Dalabyggd,65 and over,Immigrants,2021,Females,3
Dalabyggd,65 and over,Immigrants,2021,Males,1
Dalabyggd,65 and over,Natives,2011,Females,47
Dalabyggd,65 and over,Natives,2011,Males,57
Dalabyggd,65 and over,Natives,2021,Females,49
Dalabyggd,65 and over,Natives,2021,Males,60
Dalvikurbyggd,0-15,Immigrants,2011,Females,14
Dalvikurbyggd,0-15,Immigrants,2011,Males,6
Dalvikurbyggd,0-15,Immigrants,2021,Females,5
Dalvikurbyggd,0-15,Immigrants,2021,Males,6
Dalvikurbyggd,0-15,Natives,2011,Females,190
Dalvikurbyggd,0-15,Natives,2011,Males,234
Dalvikurbyggd,0-15,Natives,2021,Females,170
Dalvikurbyggd,0-15,Natives,2021,Males,178
Dalvikurbyggd,16-24,Immigrants,2011,Females,2
Dalvikurbyggd,16-24,Immigrants,2011,Males,12
Dalvikurbyggd,16-24,Immigrants,2021,Females,16
Dalvikurbyggd,16-24,Immigrants,2021,Males,10
Dalvikurbyggd,16-24,Natives,2011,Females,90
Dalvikurbyggd,16-24,Natives,2011,Males,113
Dalvikurbyggd,16-24,Natives,2021,Females,90
Dalvikurbyggd,16-24,Natives,2021,Males,114
Dalvikurbyggd,25-34,Immigrants,2011,Females,35
Dalvikurbyggd,25-34,Immigrants,2011,Males,26
Dalvikurbyggd,25-34,Immigrants,2021,Females,20
Dalvikurbyggd,25-34,Immigrants,2021,Males,26
Dalvikurbyggd,25-34,Natives,2011,Females,65
Dalvikurbyggd,25-34,Natives,2011,Males,70
Dalvikurbyggd,25-34,Natives,2021,Females,64
Dalvikurbyggd,25-34,Natives,2021,Males,92
Dalvikurbyggd,35-44,Immigrants,2011,Females,25
Dalvikurbyggd,35-44,Immigrants,2011,Males,22
Dalvikurbyggd,35-44,Immigrants,2021,Females,35
Dalvikurbyggd,35-44,Immigrants,2021,Males,29
Dalvikurbyggd,35-44,Natives,2011,Females,102
Dalvikurbyggd,35-44,Natives,2011,Males,98
Dalvikurbyggd,35-44,Natives,2021,Females,66
Dalvikurbyggd,35-44,Natives,2021,Males,67
Dalvikurbyggd,45-54,Immigrants,2011,Females,16
Dalvikurbyggd,45-54,Immigrants,2011,Males,11
Dalvikurbyggd,45-54,Immigrants,2021,Females,25
Dalvikurbyggd,45-54,Immigrants,2021,Males,15
Dalvikurbyggd,45-54,Natives,2011,Females,108
Dalvikurbyggd,45-54,Natives,2011,Males,141
Dalvikurbyggd,45-54,Natives,2021,Females,103
Dalvikurbyggd,45-54,Natives,2021,Males,98
Dalvikurbyggd,55-64,Immigrants,2011,Females,6
Dalvikurbyggd,55-64,Immigrants,2011,Males,3
Dalvikurbyggd,55-64,Immigrants,2021,Females,17
Dalvikurbyggd,55-64,Immigrants,2021,Males,9
Dalvikurbyggd,55-64,Natives,2011,Females,88
Dalvikurbyggd,55-64,Natives,2011,Males,97
Dalvikurbyggd,55-64,Natives,2021,Females,106
Dalvikurbyggd,55-64,Natives,2021,Males,126
Dalvikurbyggd,65 and over,Immigrants,2011,Females,3
Dalvikurbyggd,65 and over,Immigrants,2011,Males,1
Dalvikurbyggd,65 and over,Immigrants,2021,Females,6
Dalvikurbyggd,65 and over,Immigrants,2021,Males,2
Dalvikurbyggd,65 and over,Natives,2011,Females,141
Dalvikurbyggd,65 and over,Natives,2011,Males,125
Dalvikurbyggd,65 and over,Natives,2021,Females,161
Dalvikurbyggd,65 and over,Natives,2021,Males,160
Eyja- og Miklaholtshreppur,0-15,Immigrants,2011,Females,0
Eyja- og Miklaholtshreppur,0-15,Immigrants,2011,Males,0
Eyja- og Miklaholtshreppur,0-15,Immigrants,2021,Females,0
Eyja- og Miklaholtshreppur,0-15,Immigrants,2021,Males,0
Eyja- og Miklaholtshreppur,0-15,Natives,2011,Females,3
Eyja- og Miklaholtshreppur,0-15,Natives,2011,Males,8
Eyja- og Miklaholtshreppur,0-15,Natives,2021,Females,5
Eyja- og Miklaholtshreppur,0-15,Natives,2021,Males,8
Eyja- og Miklaholtshreppur,16-24,Immigrants,2011,Females,0
Eyja- og Miklaholtshreppur,16-24,Immigrants,2011,Males,0
Eyja- og Miklaholtshreppur,16-24,Immigrants,2021,Females,0
Eyja- og Miklaholtshreppur,16-24,Immigrants,2021,Males,0
Eyja- og Miklaholtshreppur,16-24,Natives,2011,Females,0
Eyja- og Miklaholtshreppur,16-24,Natives,2011,Males,4
Eyja- og Miklaholtshreppur,16-24,Natives,2021,Females,2
Eyja- og Miklaholtshreppur,16-24,Natives,2021,Males,3
Eyja- og Miklaholtshreppur,25-34,Immigrants,2011,Females,1
Eyja- og Miklaholtshreppur,25-34,Immigrants,2011,Males,0
Eyja- og Miklaholtshreppur,25-34,Immigrants,2021,Females,1
Eyja- og Miklaholtshreppur,25-34,Immigrants,2021,Males,0
Eyja- og Miklaholtshreppur,25-34,Natives,2011,Females,3
Eyja- og Miklaholtshreppur,25-34,Natives,2011,Males,3
Eyja- og Miklaholtshreppur,25-34,Natives,2021,Females,1
Eyja- og Miklaholtshreppur,25-34,Natives,2021,Males,5
Eyja- og Miklaholtshreppur,35-44,Immigrants,2011,Females,1
Eyja- og Miklaholtshreppur,35-44,Immigrants,2011,Males,0
Eyja- og Miklaholtshreppur,35-44,Immigrants,2021,Females,1
Eyja- og Miklaholtshreppur,35-44,Immigrants,2021,Males,0
Eyja- og Miklaholtshreppur,35-44,Natives,2011,Females,2
Eyja- og Miklaholtshreppur,35-44,Natives,2011,Males,2
Eyja- og Miklaholtshreppur,35-44,Natives,2021,Females,5
Eyja- og Miklaholtshreppur,35-44,Natives,2021,Males,3
Eyja- og Miklaholtshreppur,45-54,Immigrants,2011,Females,0
Eyja- og Miklaholtshreppur,45-54,Immigrants,2011,Males,0
Eyja- og Miklaholtshreppur,45-54,Immigrants,2021,Females,0
Eyja- og Miklaholtshreppur,45-54,Immigrants,2021,Males,0
Eyja- og Miklaholtshreppur,45-54,Natives,2011,Females,4
Eyja- og Miklaholtshreppur,45-54,Natives,2011,Males,4
Eyja- og Miklaholtshreppur,45-54,Natives,2021,Females,3
Eyja- og Miklaholtshreppur,45-54,Natives,2021,Males,2
Eyja- og Miklaholtshreppur,55-64,Immigrants,2011,Females,0
Eyja- og Miklaholtshreppur,55-64,Immigrants,2011,Males,0
Eyja- og Miklaholtshreppur,55-64,Immigrants,2021,Females,0
Eyja- og Miklaholtshreppur,55-64,Immigrants,2021,Males,0
Eyja- og Miklaholtshreppur,55-64,Natives,2011,Females,2
Eyja- og Miklaholtshreppur,55-64,Natives,2011,Males,4
Eyja- og Miklaholtshreppur,55-64,Natives,2021,Females,3
Eyja- og Miklaholtshreppur,55-64,Natives,2021,Males,7
Eyja- og Miklaholtshreppur,65 and over,Immigrants,2011,Females,0
Eyja- og Miklaholtshreppur,65 and over,Immigrants,2011,Males,0
Eyja- og Miklaholtshreppur,65 and over,Immigrants,2021,Females,0
Eyja- og Miklaholtshreppur,65 and over,Immigrants,2021,Males,0
Eyja- og Miklaholtshreppur,65 and over,Natives,2011,Females,4
Eyja- og Miklaholtshreppur,65 and over,Natives,2011,Males,7
Eyja- og Miklaholtshreppur,65 and over,Natives,2021,Females,6
Eyja- og Miklaholtshreppur,65 and over,Natives,2021,Males,7
Eyjafjardarsveit,0-15,Immigrants,2011,Females,1
Eyjafjardarsveit,0-15,Immigrants,2011,Males,1
Eyjafjardarsveit,0-15,Immigrants,2021,Females,5
Eyjafjardarsveit,0-15,Immigrants,2021,Males,1
Eyjafjardarsveit,0-15,Natives,2011,Females,122
Eyjafjardarsveit,0-15,Natives,2011,Males,143
Eyjafjardarsveit,0-15,Natives,2021,Females,111
Eyjafjardarsveit,0-15,Natives,2021,Males,114
Eyjafjardarsveit,16-24,Immigrants,2011,Females,2
Eyjafjardarsveit,16-24,Immigrants,2011,Males,0
Eyjafjardarsveit,16-24,Immigrants,2021,Females,4
Eyjafjardarsveit,16-24,Immigrants,2021,Males,1
Eyjafjardarsveit,16-24,Natives,2011,Females,53
Eyjafjardarsveit,16-24,Natives,2011,Males,73
Eyjafjardarsveit,16-24,Natives,2021,Females,59
Eyjafjardarsveit,16-24,Natives,2021,Males,80
Eyjafjardarsveit,25-34,Immigrants,2011,Females,3
Eyjafjardarsveit,25-34,Immigrants,2011,Males,0
Eyjafjardarsveit,25-34,Immigrants,2021,Females,4
Eyjafjardarsveit,25-34,Immigrants,2021,Males,3
Eyjafjardarsveit,25-34,Natives,2011,Females,43
Eyjafjardarsveit,25-34,Natives,2011,Males,42
Eyjafjardarsveit,25-34,Natives,2021,Females,46
Eyjafjardarsveit,25-34,Natives,2021,Males,46
Eyjafjardarsveit,35-44,Immigrants,2011,Females,5
Eyjafjardarsveit,35-44,Immigrants,2011,Males,5
Eyjafjardarsveit,35-44,Immigrants,2021,Females,10
Eyjafjardarsveit,35-44,Immigrants,2021,Males,3
Eyjafjardarsveit,35-44,Natives,2011,Females,79
Eyjafjardarsveit,35-44,Natives,2011,Males,58
Eyjafjardarsveit,35-44,Natives,2021,Females,41
Eyjafjardarsveit,35-44,Natives,2021,Males,54
Eyjafjardarsveit,45-54,Immigrants,2011,Females,6
Eyjafjardarsveit,45-54,Immigrants,2011,Males,1
Eyjafjardarsveit,45-54,Immigrants,2021,Females,8
Eyjafjardarsveit,45-54,Immigrants,2021,Males,4
Eyjafjardarsveit,45-54,Natives,2011,Females,57
Eyjafjardarsveit,45-54,Natives,2011,Males,73
Eyjafjardarsveit,45-54,Natives,2021,Females,81
Eyjafjardarsveit,45-54,Natives,2021,Males,62
Eyjafjardarsveit,55-64,Immigrants,2011,Females,2
Eyjafjardarsveit,55-64,Immigrants,2011,Males,0
Eyjafjardarsveit,55-64,Immigrants,2021,Females,5
Eyjafjardarsveit,55-64,Immigrants,2021,Males,2
Eyjafjardarsveit,55-64,Natives,2011,Females,57
Eyjafjardarsveit,55-64,Natives,2011,Males,61
Eyjafjardarsveit,55-64,Natives,2021,Females,64
Eyjafjardarsveit,55-64,Natives,2021,Males,84
Eyjafjardarsveit,65 and over,Immigrants,2011,Females,2
Eyjafjardarsveit,65 and over,Immigrants,2011,Males,2
Eyjafjardarsveit,65 and over,Immigrants,2021,Females,2
Eyjafjardarsveit,65 and over,Immigrants,2021,Males,1
Eyjafjardarsveit,65 and over,Natives,2011,Females,50
Eyjafjardarsveit,65 and over,Natives,2011,Males,57
Eyjafjardarsveit,65 and over,Natives,2021,Females,77
Eyjafjardarsveit,65 and over,Natives,2021,Males,74
Fjallabyggd,0-15,Immigrants,2011,Females,4
Fjallabyggd,0-15,Immigrants,2011,Males,6
Fjallabyggd,0-15,Immigrants,2021,Females,5
Fjallabyggd,0-15,Immigrants,2021,Males,10
Fjallabyggd,0-15,Natives,2011,Females,78
Fjallabyggd,0-15,Natives,2011,Males,95
Fjallabyggd,0-15,Natives,2021,Females,84
Fjallabyggd,0-15,Natives,2021,Males,90
Fjallabyggd,16-24,Immigrants,2011,Females,10
Fjallabyggd,16-24,Immigrants,2011,Males,10
Fjallabyggd,16-24,Immigrants,2021,Females,8
Fjallabyggd,16-24,Immigrants,2021,Males,12
Fjallabyggd,16-24,Natives,2011,Females,47
Fjallabyggd,16-24,Natives,2011,Males,49
Fjallabyggd,16-24,Natives,2021,Females,30
Fjallabyggd,16-24,Natives,2021,Males,56
Fjallabyggd,25-34,Immigrants,2011,Females,15
Fjallabyggd,25-34,Immigrants,2011,Males,13
Fjallabyggd,25-34,Immigrants,2021,Females,23
Fjallabyggd,25-34,Immigrants,2021,Males,18
Fjallabyggd,25-34,Natives,2011,Females,37
Fjallabyggd,25-34,Natives,2011,Males,40
Fjallabyggd,25-34,Natives,2021,Females,26
Fjallabyggd,25-34,Natives,2021,Males,30
Fjallabyggd,35-44,Immigrants,2011,Females,18
Fjallabyggd,35-44,Immigrants,2011,Males,11
Fjallabyggd,35-44,Immigrants,2021,Females,18
Fjallabyggd,35-44,Immigrants,2021,Males,30
Fjallabyggd,35-44,Natives,2011,Females,30
Fjallabyggd,35-44,Natives,2011,Males,34
Fjallabyggd,35-44,Natives,2021,Females,41
Fjallabyggd,35-44,Natives,2021,Males,35
Fjallabyggd,45-54,Immigrants,2011,Females,9
Fjallabyggd,45-54,Immigrants,2011,Males,8
Fjallabyggd,45-54,Immigrants,2021,Females,27
Fjallabyggd,45-54,Immigrants,2021,Males,19
Fjallabyggd,45-54,Natives,2011,Females,56
Fjallabyggd,45-54,Natives,2011,Males,58
Fjallabyggd,45-54,Natives,2021,Females,28
Fjallabyggd,45-54,Natives,2021,Males,35
Fjallabyggd,55-64,Immigrants,2011,Females,5
Fjallabyggd,55-64,Immigrants,2011,Males,6
Fjallabyggd,55-64,Immigrants,2021,Females,19
Fjallabyggd,55-64,Immigrants,2021,Males,7
Fjallabyggd,55-64,Natives,2011,Females,53
Fjallabyggd,55-64,Natives,2011,Males,64
Fjallabyggd,55-64,Natives,2021,Females,51
Fjallabyggd,55-64,Natives,2021,Males,64
Fjallabyggd,65 and over,Immigrants,2011,Females,0
Fjallabyggd,65 and over,Immigrants,2011,Males,0
Fjallabyggd,65 and over,Immigrants,2021,Females,2
Fjallabyggd,65 and over,Immigrants,2021,Males,3
Fjallabyggd,65 and over,Natives,2011,Females,61
Fjallabyggd,65 and over,Natives,2011,Males,50
Fjallabyggd,65 and over,Natives,2021,Females,73
Fjallabyggd,65 and over,Natives,2021,Males,85
Fjardabyggd,0-15,Immigrants,2011,Females,0
Fjardabyggd,0-15,Immigrants,2011,Males,0
Fjardabyggd,0-15,Immigrants,2021,Females,1
Fjardabyggd,0-15,Immigrants,2021,Males,1
Fjardabyggd,0-15,Natives,2011,Females,10
Fjardabyggd,0-15,Natives,2011,Males,9
Fjardabyggd,0-15,Natives,2021,Females,5
Fjardabyggd,0-15,Natives,2021,Males,1
Fjardabyggd,16-24,Immigrants,2011,Females,0
Fjardabyggd,16-24,Immigrants,2011,Males,0
Fjardabyggd,16-24,Immigrants,2021,Females,0
Fjardabyggd,16-24,Immigrants,2021,Males,0
Fjardabyggd,16-24,Natives,2011,Females,6
Fjardabyggd,16-24,Natives,2011,Males,1
Fjardabyggd,16-24,Natives,2021,Females,7
Fjardabyggd,16-24,Natives,2021,Males,7
Fjardabyggd,25-34,Immigrants,2011,Females,1
Fjardabyggd,25-34,Immigrants,2011,Males,1
Fjardabyggd,25-34,Immigrants,2021,Females,2
Fjardabyggd,25-34,Immigrants,2021,Males,0
Fjardabyggd,25-34,Natives,2011,Females,8
Fjardabyggd,25-34,Natives,2011,Males,2
Fjardabyggd,25-34,Natives,2021,Females,4
Fjardabyggd,25-34,Natives,2021,Males,2
Fjardabyggd,35-44,Immigrants,2011,Females,0
Fjardabyggd,35-44,Immigrants,2011,Males,0
Fjardabyggd,35-44,Immigrants,2021,Females,2
Fjardabyggd,35-44,Immigrants,2021,Males,4
Fjardabyggd,35-44,Natives,2011,Females,3
Fjardabyggd,35-44,Natives,2011,Males,5
Fjardabyggd,35-44,Natives,2021,Females,4
Fjardabyggd,35-44,Natives,2021,Males,4
Fjardabyggd,45-54,Immigrants,2011,Females,0
Fjardabyggd,45-54,Immigrants,2011,Males,0
Fjardabyggd,45-54,Immigrants,2021,Females,1
Fjardabyggd,45-54,Immigrants,2021,Males,1
Fjardabyggd,45-54,Natives,2011,Females,6
Fjardabyggd,45-54,Natives,2011,Males,7
Fjardabyggd,45-54,Natives,2021,Females,6
Fjardabyggd,45-54,Natives,2021,Males,5
Fjardabyggd,55-64,Immigrants,2011,Females,2
Fjardabyggd,55-64,Immigrants,2011,Males,0
Fjardabyggd,55-64,Immigrants,2021,Females,0
Fjardabyggd,55-64,Immigrants,2021,Males,1
Fjardabyggd,55-64,Natives,2011,Females,12
Fjardabyggd,55-64,Natives,2011,Males,15
Fjardabyggd,55-64,Natives,2021,Females,5
Fjardabyggd,55-64,Natives,2021,Males,12
Fjardabyggd,65 and over,Immigrants,2011,Females,0
Fjardabyggd,65 and over,Immigrants,2011,Males,0
Fjardabyggd,65 and over,Immigrants,2021,Females,2
Fjardabyggd,65 and over,Immigrants,2021,Males,0
Fjardabyggd,65 and over,Natives,2011,Females,5
Fjardabyggd,65 and over,Natives,2011,Males,5
Fjardabyggd,65 and over,Natives,2021,Females,15
Fjardabyggd,65 and over,Natives,2021,Males,17
Fljotsdalshreppur,0-15,Immigrants,2011,Females,5
Fljotsdalshreppur,0-15,Immigrants,2011,Males,2
Fljotsdalshreppur,0-15,Immigrants,2021,Females,8
Fljotsdalshreppur,0-15,Immigrants,2021,Males,15
Fljotsdalshreppur,0-15,Natives,2011,Females,295
Fljotsdalshreppur,0-15,Natives,2011,Males,274
Fljotsdalshreppur,0-15,Natives,2021,Females,248
Fljotsdalshreppur,0-15,Natives,2021,Males,264
Fljotsdalshreppur,16-24,Immigrants,2011,Females,14
Fljotsdalshreppur,16-24,Immigrants,2011,Males,6
Fljotsdalshreppur,16-24,Immigrants,2021,Females,24
Fljotsdalshreppur,16-24,Immigrants,2021,Males,22
Fljotsdalshreppur,16-24,Natives,2011,Females,151
Fljotsdalshreppur,16-24,Natives,2011,Males,179
Fljotsdalshreppur,16-24,Natives,2021,Females,123
Fljotsdalshreppur,16-24,Natives,2021,Males,129
Fljotsdalshreppur,25-34,Immigrants,2011,Females,35
Fljotsdalshreppur,25-34,Immigrants,2011,Males,31
Fljotsdalshreppur,25-34,Immigrants,2021,Females,66
Fljotsdalshreppur,25-34,Immigrants,2021,Males,111
Fljotsdalshreppur,25-34,Natives,2011,Females,115
Fljotsdalshreppur,25-34,Natives,2011,Males,120
Fljotsdalshreppur,25-34,Natives,2021,Females,134
Fljotsdalshreppur,25-34,Natives,2021,Males,147
Fljotsdalshreppur,35-44,Immigrants,2011,Females,14
Fljotsdalshreppur,35-44,Immigrants,2011,Males,16
Fljotsdalshreppur,35-44,Immigrants,2021,Females,47
Fljotsdalshreppur,35-44,Immigrants,2021,Males,59
Fljotsdalshreppur,35-44,Natives,2011,Females,167
Fljotsdalshreppur,35-44,Natives,2011,Males,159
Fljotsdalshreppur,35-44,Natives,2021,Females,114
Fljotsdalshreppur,35-44,Natives,2021,Males,106
Fljotsdalshreppur,45-54,Immigrants,2011,Females,15
Fljotsdalshreppur,45-54,Immigrants,2011,Males,7
Fljotsdalshreppur,45-54,Immigrants,2021,Females,23
Fljotsdalshreppur,45-54,Immigrants,2021,Males,35
Fljotsdalshreppur,45-54,Natives,2011,Females,180
Fljotsdalshreppur,45-54,Natives,2011,Males,220
Fljotsdalshreppur,45-54,Natives,2021,Females,151
Fljotsdalshreppur,45-54,Natives,2021,Males,163
Fljotsdalshreppur,55-64,Immigrants,2011,Females,11
Fljotsdalshreppur,55-64,Immigrants,2011,Males,4
Fljotsdalshreppur,55-64,Immigrants,2021,Females,11
Fljotsdalshreppur,55-64,Immigrants,2021,Males,16
Fljotsdalshreppur,55-64,Natives,2011,Females,161
Fljotsdalshreppur,55-64,Natives,2011,Males,173
Fljotsdalshreppur,55-64,Natives,2021,Females,155
Fljotsdalshreppur,55-64,Natives,2021,Males,194
Fljotsdalshreppur,65 and over,Immigrants,2011,Females,6
Fljotsdalshreppur,65 and over,Immigrants,2011,Males,3
Fljotsdalshreppur,65 and over,Immigrants,2021,Females,11
Fljotsdalshreppur,65 and over,Immigrants,2021,Males,8
Fljotsdalshreppur,65 and over,Natives,2011,Females,243
Fljotsdalshreppur,65 and over,Natives,2011,Males,240
Fljotsdalshreppur,65 and over,Natives,2021,Females,280
Fljotsdalshreppur,65 and over,Natives,2021,Males,281
Floahreppur,0-15,Immigrants,2011,Females,1
Floahreppur,0-15,Immigrants,2011,Males,2
Floahreppur,0-15,Immigrants,2021,Females,0
Floahreppur,0-15,Immigrants,2021,Males,2
Floahreppur,0-15,Natives,2011,Females,78
Floahreppur,0-15,Natives,2011,Males,78
Floahreppur,0-15,Natives,2021,Females,73
Floahreppur,0-15,Natives,2021,Males,68
Floahreppur,16-24,Immigrants,2011,Females,2
Floahreppur,16-24,Immigrants,2011,Males,0
Floahreppur,16-24,Immigrants,2021,Females,3
Floahreppur,16-24,Immigrants,2021,Males,1
Floahreppur,16-24,Natives,2011,Females,55
Floahreppur,16-24,Natives,2011,Males,47
Floahreppur,16-24,Natives,2021,Females,37
Floahreppur,16-24,Natives,2021,Males,45
Floahreppur,25-34,Immigrants,2011,Females,6
Floahreppur,25-34,Immigrants,2011,Males,3
Floahreppur,25-34,Immigrants,2021,Females,2
Floahreppur,25-34,Immigrants,2021,Males,1
Floahreppur,25-34,Natives,2011,Females,29
Floahreppur,25-34,Natives,2011,Males,29
Floahreppur,25-34,Natives,2021,Females,33
Floahreppur,25-34,Natives,2021,Males,37
Floahreppur,35-44,Immigrants,2011,Females,3
Floahreppur,35-44,Immigrants,2011,Males,4
Floahreppur,35-44,Immigrants,2021,Females,6
Floahreppur,35-44,Immigrants,2021,Males,9
Floahreppur,35-44,Natives,2011,Females,32
Floahreppur,35-44,Natives,2011,Males,56
Floahreppur,35-44,Natives,2021,Females,32
Floahreppur,35-44,Natives,2021,Males,22
Floahreppur,45-54,Immigrants,2011,Females,1
Floahreppur,45-54,Immigrants,2011,Males,0
Floahreppur,45-54,Immigrants,2021,Females,3
Floahreppur,45-54,Immigrants,2021,Males,3
Floahreppur,45-54,Natives,2011,Females,70
Floahreppur,45-54,Natives,2011,Males,73
Floahreppur,45-54,Natives,2021,Females,41
Floahreppur,45-54,Natives,2021,Males,62
Floahreppur,55-64,Immigrants,2011,Females,1
Floahreppur,55-64,Immigrants,2011,Males,0
Floahreppur,55-64,Immigrants,2021,Females,3
Floahreppur,55-64,Immigrants,2021,Males,1
Floahreppur,55-64,Natives,2011,Females,48
Floahreppur,55-64,Natives,2011,Males,58
Floahreppur,55-64,Natives,2021,Females,68
Floahreppur,55-64,Natives,2021,Males,75
Floahreppur,65 and over,Immigrants,2011,Females,2
Floahreppur,65 and over,Immigrants,2011,Males,0
Floahreppur,65 and over,Immigrants,2021,Females,1
Floahreppur,65 and over,Immigrants,2021,Males,0
Floahreppur,65 and over,Natives,2011,Females,77
Floahreppur,65 and over,Natives,2011,Males,96
Floahreppur,65 and over,Natives,2021,Females,79
Floahreppur,65 and over,Natives,2021,Males,96
Gardabaer,0-15,Immigrants,2011,Females,0
Gardabaer,0-15,Immigrants,2011,Males,0
Gardabaer,0-15,Immigrants,2021,Females,2
Gardabaer,0-15,Immigrants,2021,Males,1
Gardabaer,0-15,Natives,2011,Females,15
Gardabaer,0-15,Natives,2011,Males,20
Gardabaer,0-15,Natives,2021,Females,18
Gardabaer,0-15,Natives,2021,Males,16
Gardabaer,16-24,Immigrants,2011,Females,0
Gardabaer,16-24,Immigrants,2011,Males,0
Gardabaer,16-24,Immigrants,2021,Females,0
Gardabaer,16-24,Immigrants,2021,Males,0
Gardabaer,16-24,Natives,2011,Females,10
Gardabaer,16-24,Natives,2011,Males,14
Gardabaer,16-24,Natives,2021,Females,6
Gardabaer,16-24,Natives,2021,Males,15
Gardabaer,25-34,Immigrants,2011,Females,1
Gardabaer,25-34,Immigrants,2011,Males,2
Gardabaer,25-34,Immigrants,2021,Females,1
Gardabaer,25-34,Immigrants,2021,Males,1
Gardabaer,25-34,Natives,2011,Females,8
Gardabaer,25-34,Natives,2011,Males,4
Gardabaer,25-34,Natives,2021,Females,15
Gardabaer,25-34,Natives,2021,Males,9
Gardabaer,35-44,Immigrants,2011,Females,1
Gardabaer,35-44,Immigrants,2011,Males,2
Gardabaer,35-44,Immigrants,2021,Females,7
Gardabaer,35-44,Immigrants,2021,Males,2
Gardabaer,35-44,Natives,2011,Females,15
Gardabaer,35-44,Natives,2011,Males,11
Gardabaer,35-44,Natives,2021,Females,7
Gardabaer,35-44,Natives,2021,Males,9
Gardabaer,45-54,Immigrants,2011,Females,2
Gardabaer,45-54,Immigrants,2011,Males,2
